,real_price
40978,13.31
40979,38.81
40980,37.87
40981,39.89
40982,40.7
40983,41.54
40984,41.27
40985,52.46
40986,40.22
40987,40.96
40988,21.17
40989,3.82
40990,7.07
40991,2.76
40992,8.84
40993,34.42
40994,40.34
40995,40.32
40996,42.08
40997,39.04
40998,35.4
40999,37.2
41000,24.16
41001,29.98
41002,37.93
41003,41.71
41004,41.12
41005,34.75
41006,18.73
41007,20.98
41008,41.45
41009,42.25
41010,42.11
41011,41.58
41012,31.2
41013,3.29
41014,3.07
41015,18.19
41016,39.72
41017,31.15
41018,0.0
41019,0.99
41020,0.0
41021,0.0
41022,8.21
41023,33.93
41024,47.86
41025,7.52
41026,0.0
41027,5.78
41028,5.8
41029,12.99
41030,13.67
41031,31.23
41032,43.04
41033,51.25
41034,43.82
41035,45.16
41036,44.93
41037,46.29
41038,39.12
41039,47.24
41040,30.25
41041,18.9
41042,14.37
41043,26.44
41044,4.65
41045,10.18
41046,6.5
41047,12.32
41048,43.06
41049,42.2
41050,25.19
41051,50.56
41052,14.89
41053,13.66
41054,14.82
41055,42.74
41056,55.27
41057,66.04
41058,50.81
41059,41.58
41060,31.91
41061,53.11
41062,15.35
41063,0.0
41064,0.0
41065,6.46
41066,51.31
41067,63.17
41068,40.07
41069,46.23
41070,42.11
41071,34.31
41072,39.41
41073,41.69
41074,34.92
41075,10.78
41076,13.68
41077,22.9
41078,26.9
41079,41.12
41080,41.57
41081,42.74
41082,42.65
41083,42.57
41084,36.68
41085,17.5
41086,18.45
41087,16.86
41088,22.1
41089,44.61
41090,42.46
41091,14.35
41092,12.53
41093,28.4
41094,33.26
41095,42.08
41096,35.74
41097,35.17
41098,34.22
41099,25.71
41100,36.71
41101,8.75
41102,26.7
41103,43.92
41104,44.8
41105,44.89
41106,47.41
41107,45.18
41108,45.15
41109,43.63
41110,49.34
41111,27.85
41112,18.63
41113,32.04
41114,44.99
41115,41.2
41116,16.74
41117,31.64
41118,40.56
41119,38.08
41120,37.74
41121,42.51
41122,44.09
41123,45.86
41124,49.69
41125,46.24
41126,45.73
41127,45.77
41128,46.47
41129,49.53
41130,46.0
41131,45.89
41132,45.91
41133,44.6
41134,22.9
41135,5.8
41136,0.51
41137,0.54
41138,0.0
41139,0.0
41140,0.0
41141,0.0
41142,0.88
41143,21.67
41144,30.32
41145,18.17
41146,0.0
41147,0.0
41148,0.0
41149,6.63
41150,2.21
41151,2.77
41152,5.92
41153,6.17
41154,5.88
41155,12.27
41156,9.44
41157,13.75
41158,5.09
41159,0.0
41160,2.04
41161,13.67
41162,4.67
41163,3.42
41164,13.58
41165,28.79
41166,20.73
41167,48.49
41168,53.05
41169,39.26
41170,37.78
41171,44.58
41172,44.21
41173,44.48
41174,44.37
41175,50.82
41176,87.24
41177,72.39
41178,47.88
41179,47.63
41180,45.67
41181,46.58
41182,27.97
41183,32.33
41184,42.34
41185,41.84
41186,40.29
41187,34.74
41188,29.33
41189,28.74
41190,38.45
41191,44.23
41192,44.24
41193,43.58
41194,44.27
41195,40.65
41196,34.03
41197,34.39
41198,33.79
41199,41.45
41200,39.51
41201,38.55
41202,44.43
41203,44.85
41204,40.06
41205,48.28
41206,45.56
41207,17.33
41208,22.8
41209,7.27
41210,8.05
41211,5.85
41212,0.0
41213,2.69
41214,17.68
41215,36.28
41216,38.22
41217,18.62
41218,0.0
41219,0.0
41220,0.0
41221,3.4
41222,23.74
41223,44.12
41224,46.9
41225,36.46
41226,38.8
41227,42.4
41228,44.66
41229,46.42
41230,67.67
41231,31.25
41232,47.66
41233,48.83
41234,43.9
41235,28.71
41236,7.86
41237,36.38
41238,51.67
41239,51.57
41240,49.39
41241,50.82
41242,49.41
41243,50.25
41244,50.48
41245,52.11
41246,51.82
41247,52.22
41248,52.79
41249,52.12
41250,52.35
41251,52.44
41252,50.65
41253,49.8
41254,50.41
41255,20.24
41256,15.3
41257,23.32
41258,36.41
41259,37.97
41260,16.88
41261,38.16
41262,48.14
41263,50.25
41264,40.93
41265,49.97
41266,50.53
41267,50.73
41268,50.71
41269,51.32
41270,51.27
41271,53.15
41272,105.15
41273,59.16
41274,53.3
41275,50.02
41276,34.28
41277,6.27
41278,2.7
41279,3.15
41280,16.92
41281,23.01
41282,19.96
41283,42.45
41284,8.85
41285,7.46
41286,2.22
41287,44.07
41288,51.83
41289,52.18
41290,51.91
41291,51.82
41292,49.58
41293,50.49
41294,51.75
41295,53.28
41296,53.6
41297,53.34
41298,53.35
41299,52.42
41300,50.57
41301,47.67
41302,34.39
41303,39.32
41304,33.09
41305,52.02
41306,34.77
41307,2.72
41308,10.84
41309,17.69
41310,24.76
41311,45.39
41312,12.78
41313,36.87
41314,81.42
41315,232.74
41316,60.42
41317,48.36
41318,48.76
41319,47.32
41320,49.15
41321,49.52
41322,48.43
41323,38.79
41324,22.22
41325,9.84
41326,7.76
41327,7.77
41328,4.87
41329,12.22
41330,14.36
41331,13.75
41332,8.18
41333,11.66
41334,6.57
41335,3.43
41336,19.84
41337,49.72
41338,13.77
41339,13.09
41340,14.38
41341,14.38
41342,35.71
41343,52.49
41344,108.68
41345,108.83
41346,46.7
41347,33.78
41348,9.49
41349,1.69
41350,0.0
41351,0.0
41352,0.0
41353,0.0
41354,0.0
41355,3.22
41356,0.47
41357,5.75
41358,8.95
41359,18.98
41360,44.68
41361,47.82
41362,56.44
41363,52.38
41364,51.12
41365,47.76
41366,47.89
41367,51.29
41368,51.8
41369,48.7
41370,48.09
41371,43.01
41372,8.12
41373,2.4
41374,2.15
41375,0.0
41376,2.16
41377,12.95
41378,2.42
41379,0.0
41380,0.0
41381,0.0
41382,3.82
41383,5.78
41384,0.48
41385,0.08
41386,7.51
41387,23.28
41388,46.35
41389,48.97
41390,43.92
41391,45.61
41392,47.66
41393,45.67
41394,50.28
41395,46.62
41396,46.59
41397,29.45
41398,3.82
41399,0.0
41400,0.49
41401,0.95
41402,4.28
41403,0.95
41404,0.0
41405,0.0
41406,2.87
41407,9.8
41408,9.11
41409,9.23
41410,0.51
41411,1.32
41412,5.79
41413,0.42
41414,0.0
41415,0.0
41416,6.57
41417,14.37
41418,14.38
41419,1.45
41420,6.74
41421,4.69
41422,3.27
41423,1.38
41424,0.0
41425,0.0
41426,1.91
41427,5.39
41428,3.82
41429,5.75
41430,11.54
41431,7.32
41432,28.84
41433,13.29
41434,13.27
41435,39.97
41436,22.73
41437,9.05
41438,10.23
41439,21.68
41440,20.13
41441,16.21
41442,59.82
41443,35.98
41444,7.41
41445,10.43
41446,2.79
41447,0.0
41448,0.0
41449,0.47
41450,0.0
41451,0.0
41452,0.0
41453,4.55
41454,31.81
41455,16.11
41456,14.39
41457,15.42
41458,15.41
41459,9.03
41460,0.0
41461,0.0
41462,2.35
41463,29.57
41464,30.13
41465,44.16
41466,33.2
41467,19.85
41468,14.68
41469,8.61
41470,2.16
41471,0.0
41472,0.0
41473,0.0
41474,0.0
41475,0.0
41476,0.0
41477,0.0
41478,0.0
41479,5.81
41480,6.29
41481,3.34
41482,4.32
41483,3.35
41484,5.88
41485,9.54
41486,5.72
41487,7.26
41488,30.04
41489,51.74
41490,25.19
41491,10.17
41492,4.59
41493,2.58
41494,3.63
41495,3.45
41496,0.0
41497,0.0
41498,0.0
41499,0.0
41500,-3.0
41501,-0.04
41502,0.0
41503,8.23
41504,13.37
41505,10.38
41506,12.81
41507,10.47
41508,27.98
41509,36.36
41510,15.18
41511,16.73
41512,41.13
41513,29.75
41514,2.35
41515,0.0
41516,0.0
41517,0.4
41518,4.94
41519,0.0
41520,0.0
41521,0.0
41522,-0.02
41523,-0.08
41524,0.0
41525,0.47
41526,29.1
41527,22.3
41528,10.54
41529,12.87
41530,21.92
41531,30.13
41532,41.2
41533,33.3
41534,41.83
41535,40.65
41536,53.69
41537,54.21
41538,41.96
41539,39.32
41540,35.5
41541,37.89
41542,37.56
41543,29.55
41544,27.33
41545,32.67
41546,19.72
41547,14.37
41548,7.3
41549,7.96
41550,30.45
41551,37.07
41552,39.85
41553,13.8
41554,39.65
41555,9.52
41556,8.84
41557,15.78
41558,34.33
41559,33.7
41560,60.42
41561,45.51
41562,72.33
41563,51.86
41564,50.31
41565,23.02
41566,13.76
41567,20.43
41568,39.54
41569,46.45
41570,37.52
41571,43.27
41572,31.55
41573,55.22
41574,98.15
41575,284.48
41576,306.65
41577,47.59
41578,49.4
41579,47.87
41580,48.47
41581,49.33
41582,48.95
41583,40.08
41584,46.34
41585,50.4
41586,51.62
41587,47.53
41588,42.89
41589,30.26
41590,49.93
41591,34.4
41592,13.68
41593,10.22
41594,10.19
41595,14.36
41596,7.69
41597,36.64
41598,48.81
41599,47.85
41600,38.49
41601,43.22
41602,32.63
41603,14.39
41604,39.57
41605,37.56
41606,48.44
41607,44.82
41608,50.58
41609,47.83
41610,53.64
41611,52.53
41612,49.78
41613,48.52
41614,31.78
41615,31.17
41616,111.11
41617,40.86
41618,44.63
41619,46.8
41620,27.18
41621,59.97
41622,133.16
41623,70.78
41624,49.33
41625,49.32
41626,49.29
41627,46.09
41628,40.16
41629,18.48
41630,48.55
41631,49.33
41632,46.37
41633,49.79
41634,49.41
41635,49.53
41636,38.93
41637,27.57
41638,23.32
41639,8.61
41640,0.0
41641,5.88
41642,5.83
41643,19.38
41644,18.7
41645,34.47
41646,32.31
41647,34.77
41648,47.88
41649,48.59
41650,48.41
41651,48.44
41652,50.72
41653,48.4
41654,45.72
41655,49.08
41656,52.81
41657,52.88
41658,51.39
41659,48.23
41660,34.33
41661,28.34
41662,13.7
41663,38.97
41664,89.37
41665,104.25
41666,100.7
41667,81.45
41668,63.78
41669,53.98
41670,38.18
41671,40.45
41672,48.14
41673,51.95
41674,55.65
41675,55.93
41676,57.45
41677,52.91
41678,52.94
41679,53.05
41680,53.13
41681,54.5
41682,53.48
41683,52.79
41684,51.18
41685,51.57
41686,30.09
41687,33.45
41688,44.99
41689,47.21
41690,49.05
41691,38.9
41692,14.35
41693,34.0
41694,42.48
41695,45.71
41696,48.67
41697,48.14
41698,54.49
41699,53.27
41700,51.59
41701,46.01
41702,46.42
41703,45.99
41704,37.05
41705,37.53
41706,42.08
41707,42.57
41708,39.12
41709,45.0
41710,50.84
41711,38.29
41712,38.49
41713,44.11
41714,34.03
41715,39.68
41716,24.11
41717,48.49
41718,60.84
41719,64.04
41720,61.71
41721,58.34
41722,57.2
41723,54.4
41724,53.98
41725,54.34
41726,52.69
41727,53.53
41728,56.87
41729,90.22
41730,64.26
41731,56.32
41732,54.13
41733,56.47
41734,53.48
41735,28.61
41736,32.46
41737,39.74
41738,39.45
41739,45.09
41740,15.23
41741,48.39
41742,56.18
41743,56.47
41744,56.29
41745,56.18
41746,56.21
41747,54.38
41748,55.89
41749,48.45
41750,53.17
41751,51.12
41752,56.95
41753,54.9
41754,57.09
41755,56.29
41756,55.52
41757,52.71
41758,54.76
41759,45.42
41760,47.95
41761,24.59
41762,22.05
41763,37.81
41764,43.08
41765,50.3
41766,58.19
41767,63.59
41768,59.66
41769,57.99
41770,56.6
41771,54.45
41772,56.91
41773,57.87
41774,62.36
41775,58.29
41776,66.82
41777,59.56
41778,61.85
41779,61.97
41780,58.25
41781,56.25
41782,53.49
41783,50.41
41784,44.24
41785,37.5
41786,22.94
41787,22.95
41788,37.76
41789,51.65
41790,54.44
41791,55.03
41792,55.07
41793,56.53
41794,59.96
41795,56.05
41796,59.93
41797,55.11
41798,59.17
41799,71.95
41800,58.13
41801,55.91
41802,56.67
41803,55.44
41804,52.14
41805,51.94
41806,60.92
41807,77.1
41808,138.55
41809,80.55
41810,101.66
41811,62.52
41812,17.15
41813,30.93
41814,49.25
41815,66.48
41816,73.0
41817,83.32
41818,101.03
41819,103.56
41820,123.89
41821,61.08
41822,58.94
41823,69.71
41824,215.58
41825,76.44
41826,100.26
41827,49.52
41828,49.18
41829,44.16
41830,20.44
41831,5.37
41832,14.35
41833,50.92
41834,36.85
41835,14.39
41836,21.93
41837,27.64
41838,13.66
41839,9.32
41840,40.26
41841,60.64
41842,194.49
41843,1150.22
41844,163.86
41845,27.91
41846,2.42
41847,47.24
41848,47.64
41849,22.62
41850,11.6
41851,28.27
41852,9.71
41853,11.03
41854,13.69
41855,21.37
41856,5.86
41857,13.23
41858,1.91
41859,0.95
41860,2.39
41861,2.64
41862,5.58
41863,23.49
41864,28.53
41865,14.38
41866,13.01
41867,48.35
41868,14.37
41869,10.95
41870,35.84
41871,47.64
41872,48.95
41873,49.53
41874,47.51
41875,30.58
41876,14.06
41877,19.65
41878,19.25
41879,1.46
41880,0.47
41881,0.0
41882,0.0
41883,0.0
41884,0.48
41885,5.8
41886,19.77
41887,25.2
41888,38.05
41889,46.94
41890,46.57
41891,47.16
41892,45.7
41893,40.75
41894,38.65
41895,41.17
41896,54.82
41897,60.23
41898,51.9
41899,45.2
41900,43.53
41901,43.42
41902,40.02
41903,32.46
41904,46.22
41905,51.79
41906,52.63
41907,39.87
41908,16.23
41909,31.96
41910,45.09
41911,47.99
41912,52.64
41913,54.42
41914,53.55
41915,52.24
41916,54.88
41917,56.2
41918,55.34
41919,51.08
41920,62.32
41921,68.44
41922,64.38
41923,48.48
41924,50.9
41925,39.4
41926,25.85
41927,22.86
41928,30.64
41929,25.01
41930,24.06
41931,39.7
41932,13.68
41933,27.33
41934,49.8
41935,47.56
41936,48.44
41937,52.8
41938,56.35
41939,54.97
41940,54.77
41941,53.98
41942,51.46
41943,52.11
41944,57.12
41945,51.04
41946,48.36
41947,48.36
41948,49.49
41949,48.27
41950,47.76
41951,40.37
41952,33.99
41953,47.29
41954,50.72
41955,55.42
41956,10.49
41957,42.34
41958,55.42
41959,61.85
41960,60.38
41961,85.27
41962,62.57
41963,56.88
41964,54.76
41965,58.02
41966,66.21
41967,54.52
41968,75.26
41969,70.26
41970,56.77
41971,49.37
41972,25.11
41973,19.75
41974,32.18
41975,89.57
41976,41.96
41977,12.37
41978,13.86
41979,17.47
41980,43.3
41981,12.63
41982,5.35
41983,1.88
41984,8.81
41985,45.51
41986,23.7
41987,9.25
41988,7.63
41989,0.87
41990,3.29
41991,8.95
41992,10.44
41993,4.94
41994,5.87
41995,3.36
41996,3.34
41997,4.51
41998,6.69
41999,5.36
42000,3.82
42001,0.0
42002,0.0
42003,0.0
42004,0.0
42005,0.0
42006,7.38
42007,13.7
42008,15.45
42009,45.78
42010,8.19
42011,0.0
42012,0.0
42013,0.4
42014,0.0
42015,1.88
42016,32.64
42017,46.29
42018,45.65
42019,23.22
42020,8.78
42021,3.45
42022,0.0
42023,0.0
42024,0.0
42025,0.0
42026,0.0
42027,0.0
42028,1.36
42029,6.23
42030,42.41
42031,46.46
42032,45.58
42033,27.02
42034,11.56
42035,24.13
42036,14.37
42037,14.35
42038,12.42
42039,38.23
42040,51.83
42041,56.19
42042,54.4
42043,48.97
42044,51.19
42045,47.36
42046,39.4
42047,8.37
42048,11.62
42049,14.37
42050,25.56
42051,16.62
42052,31.25
42053,41.57
42054,89.05
42055,44.8
42056,44.78
42057,44.55
42058,44.59
42059,44.01
42060,43.34
42061,30.82
42062,38.9
42063,41.15
42064,46.05
42065,47.23
42066,47.18
42067,43.06
42068,24.24
42069,5.65
42070,2.74
42071,0.97
42072,3.77
42073,13.71
42074,8.28
42075,3.71
42076,1.43
42077,29.96
42078,43.2
42079,43.13
42080,43.34
42081,44.86
42082,45.83
42083,46.1
42084,44.99
42085,34.19
42086,36.38
42087,38.54
42088,44.27
42089,45.72
42090,45.6
42091,42.36
42092,41.84
42093,27.61
42094,24.8
42095,11.83
42096,26.23
42097,19.36
42098,12.68
42099,8.92
42100,14.06
42101,29.42
42102,42.61
42103,43.94
42104,46.2
42105,45.05
42106,44.67
42107,42.9
42108,34.01
42109,32.51
42110,42.21
42111,42.66
42112,22.94
42113,27.61
42114,23.59
42115,20.64
42116,21.11
42117,15.9
42118,2.48
42119,6.14
42120,5.2
42121,7.09
42122,10.9
42123,29.18
42124,25.17
42125,32.0
42126,47.01
42127,45.67
42128,45.19
42129,45.88
42130,46.92
42131,47.26
42132,52.48
42133,49.25
42134,49.13
42135,49.29
42136,45.56
42137,49.03
42138,49.04
42139,48.71
42140,48.77
42141,42.59
42142,41.01
42143,37.57
42144,46.62
42145,33.07
42146,47.11
42147,46.15
42148,42.07
42149,42.75
42150,42.38
42151,47.92
42152,47.71
42153,49.62
42154,46.0
42155,44.77
42156,39.22
42157,38.45
42158,39.76
42159,44.75
42160,44.81
42161,68.63
42162,48.36
42163,45.68
42164,45.43
42165,45.76
42166,36.17
42167,38.9
42168,26.61
42169,28.2
42170,42.55
42171,35.45
42172,42.11
42173,45.56
42174,37.27
42175,44.94
42176,14.36
42177,14.36
42178,14.38
42179,41.9
42180,44.9
42181,48.48
42182,48.97
42183,36.54
42184,43.85
42185,49.22
42186,45.92
42187,42.94
42188,33.01
42189,26.32
42190,10.18
42191,11.87
42192,8.05
42193,3.73
42194,0.0
42195,0.0
42196,5.27
42197,14.71
42198,38.7
42199,45.04
42200,44.44
42201,34.42
42202,26.04
42203,43.64
42204,46.75
42205,45.44
42206,42.46
42207,44.5
42208,45.35
42209,44.78
42210,41.94
42211,11.54
42212,11.09
42213,3.87
42214,2.92
42215,0.0
42216,0.0
42217,0.0
42218,0.0
42219,1.42
42220,11.51
42221,26.67
42222,48.09
42223,50.67
42224,49.57
42225,47.0
42226,23.4
42227,14.35
42228,16.64
42229,14.37
42230,25.11
42231,36.94
42232,50.1
42233,45.71
42234,50.49
42235,23.4
42236,33.7
42237,30.09
42238,25.28
42239,37.8
42240,56.95
42241,55.49
42242,11.59
42243,10.98
42244,12.72
42245,49.31
42246,52.88
42247,53.75
42248,51.46
42249,50.84
42250,50.72
42251,50.83
42252,49.2
42253,37.96
42254,47.64
42255,50.64
42256,51.71
42257,54.15
42258,52.95
42259,51.88
42260,50.36
42261,36.47
42262,39.43
42263,20.74
42264,15.37
42265,4.49
42266,0.0
42267,0.0
42268,1.45
42269,17.71
42270,13.65
42271,14.32
42272,25.13
42273,13.81
42274,14.4
42275,14.4
42276,14.06
42277,8.57
42278,4.38
42279,5.76
42280,10.65
42281,13.64
42282,12.95
42283,13.89
42284,8.13
42285,7.78
42286,5.76
42287,4.22
42288,5.68
42289,0.47
42290,0.0
42291,0.0
42292,0.47
42293,6.96
42294,15.85
42295,31.49
42296,58.69
42297,76.02
42298,16.08
42299,14.4
42300,47.87
42301,13.89
42302,13.89
42303,16.4
42304,14.4
42305,14.38
42306,8.48
42307,14.15
42308,39.46
42309,36.8
42310,8.25
42311,0.94
42312,13.42
42313,10.45
42314,1.97
42315,8.56
42316,13.77
42317,33.8
42318,34.35
42319,42.36
42320,45.3
42321,49.06
42322,57.62
42323,49.5
42324,48.86
42325,49.01
42326,50.9
42327,50.95
42328,51.55
42329,51.54
42330,49.82
42331,49.91
42332,48.65
42333,49.01
42334,33.86
42335,39.98
42336,33.92
42337,50.94
42338,43.96
42339,14.37
42340,19.41
42341,46.65
42342,29.53
42343,27.82
42344,49.77
42345,18.29
42346,7.81
42347,6.79
42348,7.43
42349,8.13
42350,14.06
42351,14.38
42352,12.84
42353,1.28
42354,2.26
42355,0.0
42356,2.47
42357,0.0
42358,0.0
42359,0.0
42360,0.0
42361,0.0
42362,0.0
42363,0.0
42364,0.48
42365,5.71
42366,34.55
42367,21.98
42368,14.23
42369,16.03
42370,11.81
42371,1.45
42372,2.82
42373,5.8
42374,24.16
42375,22.17
42376,37.6
42377,48.54
42378,38.33
42379,11.92
42380,5.64
42381,9.18
42382,9.47
42383,4.11
42384,3.4
42385,0.0
42386,7.73
42387,14.38
42388,14.39
42389,25.03
42390,39.9
42391,46.26
42392,45.9
42393,47.16
42394,40.4
42395,45.26
42396,50.17
42397,46.16
42398,46.38
42399,43.74
42400,46.67
42401,48.03
42402,47.19
42403,46.66
42404,39.76
42405,13.71
42406,22.23
42407,36.86
42408,36.02
42409,58.19
42410,49.15
42411,48.47
42412,45.18
42413,48.6
42414,66.52
42415,56.76
42416,54.2
42417,48.93
42418,48.59
42419,48.61
42420,32.55
42421,48.58
42422,48.6
42423,48.84
42424,57.53
42425,61.63
42426,54.68
42427,51.77
42428,48.63
42429,46.63
42430,43.3
42431,47.4
42432,42.32
42433,26.56
42434,22.83
42435,31.53
42436,32.12
42437,52.68
42438,75.31
42439,62.74
42440,66.57
42441,57.27
42442,51.02
42443,50.82
42444,50.72
42445,50.75
42446,50.38
42447,53.0
42448,57.18
42449,58.69
42450,57.68
42451,55.72
42452,50.98
42453,50.88
42454,47.97
42455,51.57
42456,54.57
42457,49.92
42458,45.67
42459,19.57
42460,16.81
42461,55.18
42462,60.33
42463,67.05
42464,57.94
42465,51.96
42466,43.42
42467,51.64
42468,43.17
42469,23.74
42470,15.81
42471,14.84
42472,51.27
42473,54.18
42474,51.41
42475,51.62
42476,51.28
42477,46.43
42478,39.29
42479,13.14
42480,14.36
42481,52.0
42482,48.35
42483,31.88
42484,13.15
42485,1.0
42486,22.05
42487,50.18
42488,50.94
42489,50.21
42490,41.54
42491,6.17
42492,11.79
42493,14.33
42494,13.66
42495,17.62
42496,48.72
42497,48.95
42498,44.32
42499,19.36
42500,60.67
42501,43.25
42502,35.24
42503,13.15
42504,24.1
42505,14.38
42506,24.36
42507,24.36
42508,45.33
42509,46.66
42510,39.67
42511,33.85
42512,14.37
42513,44.55
42514,48.84
42515,46.48
42516,28.5
42517,38.75
42518,27.55
42519,36.42
42520,45.95
42521,52.41
42522,52.01
42523,54.13
42524,52.04
42525,27.36
42526,20.1
42527,16.74
42528,19.66
42529,20.09
42530,21.98
42531,14.35
42532,14.32
42533,1.68
42534,30.54
42535,47.84
42536,47.85
42537,48.35
42538,50.0
42539,47.77
42540,39.34
42541,26.7
42542,35.0
42543,47.28
42544,48.67
42545,51.77
42546,49.44
42547,49.06
42548,49.1
42549,49.15
42550,48.27
42551,27.63
42552,31.0
42553,63.91
42554,53.72
42555,44.29
42556,17.2
42557,41.15
42558,49.64
42559,52.12
42560,53.25
42561,53.17
42562,52.76
42563,53.59
42564,55.33
42565,57.77
42566,53.65
42567,52.68
42568,59.97
42569,95.32
42570,54.71
42571,54.26
42572,52.75
42573,52.35
42574,51.42
42575,49.64
42576,49.59
42577,42.06
42578,42.36
42579,40.94
42580,36.35
42581,44.42
42582,48.7
42583,66.48
42584,52.0
42585,45.12
42586,44.98
42587,44.96
42588,45.08
42589,45.04
42590,48.57
42591,47.78
42592,50.01
42593,53.8
42594,51.99
42595,49.89
42596,50.2
42597,47.15
42598,39.42
42599,23.79
42600,9.49
42601,5.32
42602,10.77
42603,22.25
42604,33.94
42605,10.54
42606,23.12
42607,41.96
42608,42.03
42609,42.08
42610,41.49
42611,41.64
42612,15.59
42613,36.88
42614,36.91
42615,39.04
42616,31.94
42617,49.78
42618,43.04
42619,42.28
42620,42.22
42621,42.83
42622,43.32
42623,59.92
42624,24.68
42625,7.62
42626,0.11
42627,13.23
42628,43.04
42629,44.03
42630,44.03
42631,34.48
42632,13.36
42633,13.36
42634,15.49
42635,11.29
42636,12.74
42637,15.52
42638,21.93
42639,35.18
42640,45.19
42641,46.87
42642,43.66
42643,47.41
42644,46.27
42645,44.02
42646,44.56
42647,34.62
42648,37.38
42649,43.99
42650,42.16
42651,35.12
42652,31.66
42653,32.12
42654,19.98
42655,31.08
42656,38.69
42657,45.21
42658,17.88
42659,12.79
42660,27.05
42661,40.2
42662,31.89
42663,15.9
42664,22.85
42665,48.38
42666,48.13
42667,43.94
42668,51.05
42669,30.29
42670,51.03
42671,49.8
42672,53.55
42673,50.75
42674,27.72
42675,25.08
42676,36.71
42677,33.69
42678,38.98
42679,33.28
42680,44.63
42681,39.39
42682,42.94
42683,46.96
42684,49.68
42685,49.02
42686,49.12
42687,49.02
42688,51.3
42689,51.21
42690,49.51
42691,49.02
42692,49.41
42693,48.98
42694,49.67
42695,48.49
42696,50.64
42697,31.79
42698,18.97
42699,23.94
42700,39.86
42701,20.38
42702,44.25
42703,47.75
42704,48.85
42705,48.07
42706,45.32
42707,45.15
42708,44.35
42709,40.4
42710,43.49
42711,40.6
42712,47.9
42713,52.16
42714,49.24
42715,46.32
42716,49.81
42717,43.62
42718,44.07
42719,43.08
42720,41.76
42721,34.07
42722,29.65
42723,31.62
42724,17.91
42725,21.58
42726,40.58
42727,47.9
42728,47.99
42729,47.84
42730,47.68
42731,47.62
42732,46.12
42733,43.98
42734,45.05
42735,46.06
42736,49.81
42737,50.66
42738,48.57
42739,44.48
42740,43.73
42741,44.07
42742,45.27
42743,20.34
42744,48.07
42745,29.53
42746,10.56
42747,0.51
42748,6.6
42749,16.03
42750,30.86
42751,45.32
42752,53.0
42753,47.95
42754,58.8
42755,46.85
42756,47.08
42757,46.47
42758,11.34
42759,26.4
42760,49.89
42761,46.72
42762,51.19
42763,25.96
42764,36.14
42765,38.02
42766,28.03
42767,15.79
42768,41.91
42769,45.53
42770,34.47
42771,8.86
42772,0.0
42773,1.91
42774,5.06
42775,3.11
42776,8.03
42777,43.13
42778,19.29
42779,1.49
42780,0.42
42781,34.05
42782,13.46
42783,8.03
42784,27.46
42785,43.91
42786,44.31
42787,43.92
42788,43.96
42789,35.77
42790,10.94
42791,4.57
42792,9.54
42793,14.38
42794,47.48
42795,16.53
42796,24.9
42797,13.74
42798,39.13
42799,48.76
42800,45.07
42801,45.06
42802,45.02
42803,41.47
42804,45.22
42805,46.54
42806,49.59
42807,50.32
42808,82.43
42809,99.63
42810,60.81
42811,50.27
42812,49.32
42813,48.46
42814,49.11
42815,35.82
42816,33.93
42817,17.87
42818,19.11
42819,35.2
42820,37.32
42821,26.78
42822,14.75
42823,9.48
42824,35.45
42825,44.2
42826,25.71
42827,44.52
42828,44.81
42829,45.3
42830,47.45
42831,45.37
42832,45.92
42833,47.42
42834,45.33
42835,44.79
42836,44.6
42837,45.52
42838,44.74
42839,62.62
42840,54.02
42841,84.34
42842,48.19
42843,44.57
42844,37.75
42845,22.81
42846,23.65
42847,43.98
42848,25.94
42849,40.82
42850,13.64
42851,11.02
42852,44.87
42853,36.62
42854,42.23
42855,42.59
42856,45.06
42857,44.97
42858,40.38
42859,11.23
42860,29.55
42861,41.33
42862,28.25
42863,17.81
42864,4.53
42865,0.08
42866,1.78
42867,10.38
42868,6.46
42869,12.62
42870,41.78
42871,38.3
42872,44.23
42873,9.87
42874,11.3
42875,7.15
42876,20.24
42877,25.53
42878,22.07
42879,43.78
42880,74.91
42881,183.35
42882,65.69
42883,53.84
42884,52.33
42885,52.37
42886,46.29
42887,41.19
42888,40.28
42889,41.69
42890,42.87
42891,39.58
42892,15.95
42893,39.13
42894,47.8
42895,70.39
42896,66.34
42897,51.36
42898,47.87
42899,46.96
42900,44.39
42901,43.05
42902,46.89
42903,47.5
42904,51.76
42905,52.57
42906,48.49
42907,48.15
42908,46.98
42909,44.83
42910,44.18
42911,38.85
42912,35.38
42913,15.73
42914,27.93
42915,23.74
42916,7.19
42917,0.97
42918,48.74
42919,49.48
42920,49.47
42921,46.11
42922,6.09
42923,8.51
42924,18.01
42925,41.86
42926,45.05
42927,35.47
42928,41.99
42929,46.87
42930,45.87
42931,45.1
42932,45.27
42933,65.58
42934,27.39
42935,11.67
42936,24.88
42937,13.28
42938,13.35
42939,9.23
42940,18.63
42941,9.11
42942,44.35
42943,44.78
42944,48.51
42945,48.76
42946,56.96
42947,115.48
42948,80.26
42949,60.95
42950,51.98
42951,52.8
42952,92.94
42953,51.45
42954,47.68
42955,45.79
42956,45.5
42957,21.65
42958,24.8
42959,16.84
42960,8.08
42961,10.21
42962,13.34
42963,13.38
42964,13.33
42965,4.77
42966,15.01
42967,13.99
42968,40.84
42969,44.03
42970,45.61
42971,45.67
42972,45.43
42973,45.46
42974,45.56
42975,36.61
