,real_price
36986,0.0
36987,0.0
36988,0.47
36989,2.06
36990,5.3
36991,10.95
36992,19.1
36993,21.59
36994,17.75
36995,19.92
36996,12.98
36997,1.0
36998,8.3
36999,4.19
37000,10.37
37001,19.14
37002,20.73
37003,21.54
37004,16.2
37005,15.92
37006,13.47
37007,20.71
37008,24.85
37009,7.35
37010,14.35
37011,4.64
37012,0.95
37013,3.74
37014,20.24
37015,21.7
37016,21.95
37017,21.88
37018,22.76
37019,23.06
37020,20.12
37021,17.8
37022,19.67
37023,16.09
37024,20.54
37025,19.33
37026,21.7
37027,13.41
37028,2.37
37029,7.83
37030,7.22
37031,9.69
37032,6.69
37033,0.0
37034,0.0
37035,0.0
37036,0.49
37037,0.41
37038,7.28
37039,6.14
37040,7.33
37041,2.85
37042,6.26
37043,16.13
37044,14.4
37045,15.78
37046,18.15
37047,18.65
37048,17.59
37049,14.37
37050,14.35
37051,5.12
37052,1.43
37053,2.82
37054,0.0
37055,0.0
37056,0.0
37057,0.0
37058,0.0
37059,0.0
37060,0.0
37061,0.0
37062,13.13
37063,6.86
37064,14.97
37065,5.96
37066,5.91
37067,9.62
37068,13.78
37069,7.2
37070,15.69
37071,21.15
37072,22.93
37073,22.18
37074,19.81
37075,16.9
37076,13.63
37077,10.59
37078,2.09
37079,3.11
37080,1.45
37081,0.0
37082,0.0
37083,0.47
37084,8.94
37085,9.35
37086,12.97
37087,3.87
37088,14.36
37089,37.82
37090,30.74
37091,13.77
37092,12.97
37093,1.59
37094,17.19
37095,22.55
37096,27.08
37097,24.78
37098,14.47
37099,15.23
37100,22.09
37101,19.78
37102,13.68
37103,11.61
37104,15.49
37105,13.29
37106,17.34
37107,13.29
37108,16.21
37109,10.83
37110,21.98
37111,97.37
37112,77.05
37113,30.2
37114,22.85
37115,24.48
37116,18.34
37117,7.28
37118,11.13
37119,17.61
37120,19.37
37121,16.64
37122,14.21
37123,10.17
37124,6.87
37125,2.37
37126,3.08
37127,10.21
37128,13.26
37129,5.2
37130,5.7
37131,7.28
37132,5.98
37133,0.81
37134,10.48
37135,6.64
37136,245.15
37137,1660.8
37138,4.75
37139,0.0
37140,4.54
37141,6.84
37142,12.74
37143,12.34
37144,22.65
37145,5.88
37146,9.02
37147,7.44
37148,4.76
37149,2.82
37150,1.88
37151,0.0
37152,0.0
37153,0.0
37154,0.0
37155,0.81
37156,4.82
37157,20.48
37158,30.41
37159,23.77
37160,20.1
37161,20.29
37162,21.94
37163,22.24
37164,18.73
37165,11.24
37166,5.99
37167,6.17
37168,14.22
37169,14.51
37170,21.41
37171,15.33
37172,5.0
37173,2.89
37174,1.92
37175,0.5
37176,0.44
37177,0.0
37178,0.0
37179,0.0
37180,0.0
37181,1.43
37182,5.39
37183,2.83
37184,2.33
37185,0.0
37186,0.0
37187,0.0
37188,0.0
37189,0.0
37190,0.0
37191,3.11
37192,9.32
37193,2.24
37194,6.49
37195,2.36
37196,1.85
37197,0.0
37198,0.0
37199,0.0
37200,0.0
37201,0.0
37202,0.0
37203,0.95
37204,3.24
37205,3.22
37206,97.0
37207,188.21
37208,12.63
37209,7.21
37210,13.38
37211,16.1
37212,13.37
37213,8.99
37214,5.82
37215,9.4
37216,17.97
37217,14.07
37218,10.9
37219,22.62
37220,14.22
37221,17.68
37222,2.97
37223,2.02
37224,0.88
37225,4.36
37226,5.76
37227,4.81
37228,1.99
37229,4.34
37230,12.12
37231,8.11
37232,3.83
37233,5.82
37234,13.35
37235,0.49
37236,0.0
37237,0.41
37238,0.49
37239,0.0
37240,0.49
37241,0.0
37242,2.79
37243,5.72
37244,6.11
37245,18.44
37246,15.53
37247,12.21
37248,11.82
37249,13.35
37250,12.81
37251,6.03
37252,9.22
37253,12.82
37254,13.35
37255,8.03
37256,3.12
37257,0.0
37258,0.0
37259,2.96
37260,4.88
37261,0.31
37262,0.31
37263,2.37
37264,9.95
37265,14.54
37266,12.77
37267,35.27
37268,14.34
37269,11.57
37270,9.4
37271,6.91
37272,4.78
37273,5.85
37274,5.82
37275,5.85
37276,6.14
37277,5.95
37278,0.0
37279,0.87
37280,2.17
37281,0.0
37282,0.0
37283,0.0
37284,0.0
37285,0.0
37286,0.39
37287,6.79
37288,14.35
37289,12.22
37290,13.27
37291,5.57
37292,2.39
37293,6.67
37294,18.39
37295,25.61
37296,5.94
37297,5.92
37298,5.82
37299,2.71
37300,9.56
37301,14.94
37302,13.67
37303,5.92
37304,12.29
37305,9.03
37306,11.29
37307,9.39
37308,13.71
37309,5.91
37310,6.64
37311,7.4
37312,10.31
37313,13.32
37314,9.01
37315,13.35
37316,12.86
37317,12.15
37318,8.49
37319,6.82
37320,0.9
37321,0.9
37322,1.86
37323,0.0
37324,0.0
37325,0.0
37326,5.26
37327,6.8
37328,13.46
37329,14.25
37330,13.26
37331,23.27
37332,9.13
37333,2.98
37334,0.0
37335,0.0
37336,0.0
37337,4.47
37338,4.85
37339,3.42
37340,5.24
37341,3.41
37342,0.9
37343,3.69
37344,2.73
37345,5.58
37346,4.25
37347,0.0
37348,0.0
37349,2.34
37350,0.0
37351,0.0
37352,5.41
37353,5.2
37354,5.84
37355,6.0
37356,5.9
37357,6.02
37358,13.43
37359,11.58
37360,13.31
37361,10.12
37362,8.48
37363,5.91
37364,5.95
37365,5.99
37366,23.93
37367,9.06
37368,5.96
37369,13.29
37370,13.27
37371,13.5
37372,6.58
37373,3.77
37374,11.46
37375,15.83
37376,15.46
37377,13.83
37378,7.42
37379,5.83
37380,4.52
37381,2.33
37382,5.95
37383,0.46
37384,5.89
37385,0.0
37386,0.0
37387,2.3
37388,0.41
37389,0.0
37390,0.0
37391,0.0
37392,0.0
37393,-0.02
37394,-0.01
37395,0.0
37396,0.0
37397,0.0
37398,0.0
37399,0.0
37400,5.79
37401,6.32
37402,6.81
37403,11.63
37404,4.71
37405,0.95
37406,0.0
37407,0.0
37408,8.36
37409,10.26
37410,7.84
37411,3.88
37412,2.24
37413,2.63
37414,0.0
37415,0.0
37416,0.0
37417,0.0
37418,0.0
37419,0.0
37420,0.0
37421,0.47
37422,1.97
37423,9.18
37424,12.48
37425,13.35
37426,13.35
37427,13.36
37428,14.09
37429,12.8
37430,6.82
37431,5.73
37432,5.96
37433,1.65
37434,0.0
37435,0.0
37436,0.0
37437,0.0
37438,0.0
37439,0.0
37440,0.0
37441,0.0
37442,0.0
37443,0.0
37444,2.59
37445,15.18
37446,12.41
37447,5.85
37448,5.97
37449,10.56
37450,7.36
37451,8.16
37452,8.17
37453,5.88
37454,6.58
37455,5.97
37456,5.87
37457,5.81
37458,5.79
37459,4.08
37460,7.2
37461,7.35
37462,1.96
37463,0.0
37464,0.0
37465,0.0
37466,-0.29
37467,-0.07
37468,0.0
37469,0.0
37470,0.0
37471,0.88
37472,9.4
37473,24.12
37474,15.36
37475,14.36
37476,14.37
37477,5.96
37478,5.85
37479,13.45
37480,39.56
37481,64.65
37482,6.06
37483,0.41
37484,2.72
37485,5.38
37486,4.92
37487,12.29
37488,5.94
37489,14.35
37490,14.35
37491,14.33
37492,2.91
37493,5.7
37494,10.95
37495,12.59
37496,26.55
37497,57.32
37498,20.2
37499,16.4
37500,16.47
37501,13.32
37502,15.78
37503,17.78
37504,22.25
37505,19.85
37506,18.63
37507,13.31
37508,14.69
37509,14.64
37510,18.76
37511,11.82
37512,13.08
37513,8.2
37514,6.9
37515,6.05
37516,0.97
37517,7.84
37518,20.72
37519,59.56
37520,14.37
37521,14.34
37522,14.36
37523,9.5
37524,5.36
37525,9.24
37526,5.9
37527,7.42
37528,6.59
37529,7.07
37530,11.15
37531,6.32
37532,11.62
37533,25.27
37534,7.28
37535,2.2
37536,0.0
37537,0.0
37538,2.93
37539,11.79
37540,16.82
37541,10.91
37542,14.02
37543,14.38
37544,11.1
37545,9.35
37546,12.23
37547,6.56
37548,1.92
37549,0.48
37550,2.75
37551,3.56
37552,18.5
37553,12.24
37554,13.32
37555,7.88
37556,2.79
37557,2.75
37558,3.35
37559,7.66
37560,12.34
37561,14.35
37562,6.0
37563,5.88
37564,5.32
37565,5.54
37566,16.65
37567,74.03
37568,78.94
37569,52.61
37570,26.31
37571,39.9
37572,20.47
37573,12.58
37574,12.0
37575,24.71
37576,28.69
37577,14.36
37578,31.8
37579,6.29
37580,9.76
37581,7.18
37582,3.5
37583,2.37
37584,0.0
37585,0.0
37586,0.0
37587,0.0
37588,0.0
37589,0.47
37590,4.4
37591,6.04
37592,1.64
37593,5.32
37594,5.75
37595,5.83
37596,5.88
37597,5.82
37598,4.3
37599,8.39
37600,17.01
37601,15.2
37602,11.88
37603,15.89
37604,17.36
37605,13.02
37606,11.79
37607,10.88
37608,5.92
37609,5.94
37610,5.98
37611,9.63
37612,10.54
37613,11.54
37614,9.16
37615,13.27
37616,13.08
37617,7.53
37618,11.08
37619,6.05
37620,5.94
37621,0.95
37622,0.95
37623,3.76
37624,4.37
37625,5.87
37626,5.93
37627,13.68
37628,9.03
37629,7.52
37630,7.92
37631,9.68
37632,7.71
37633,8.66
37634,7.2
37635,13.82
37636,10.76
37637,12.48
37638,5.76
37639,6.07
37640,6.08
37641,5.91
37642,5.95
37643,10.65
37644,5.87
37645,4.23
37646,5.9
37647,8.67
37648,14.41
37649,11.61
37650,5.95
37651,5.73
37652,4.71
37653,4.91
37654,4.76
37655,4.21
37656,2.38
37657,5.18
37658,0.41
37659,5.9
37660,8.48
37661,5.24
37662,2.8
37663,5.96
37664,1.97
37665,0.0
37666,0.0
37667,0.48
37668,0.0
37669,0.0
37670,3.77
37671,5.53
37672,4.05
37673,2.91
37674,6.52
37675,6.08
37676,5.1
37677,5.27
37678,3.73
37679,6.54
37680,2.68
37681,0.0
37682,0.0
37683,0.0
37684,0.0
37685,0.0
37686,6.43
37687,11.61
37688,6.79
37689,0.0
37690,13.0
37691,25.09
37692,9.84
37693,8.17
37694,16.06
37695,28.16
37696,20.4
37697,18.95
37698,16.92
37699,20.53
37700,11.11
37701,10.12
37702,7.72
37703,7.54
37704,16.1
37705,18.72
37706,14.38
37707,12.64
37708,9.5
37709,12.73
37710,23.52
37711,42.0
37712,32.86
37713,50.24
37714,99.4
37715,31.41
37716,18.33
37717,17.52
37718,28.91
37719,25.12
37720,27.25
37721,27.73
37722,25.9
37723,27.72
37724,35.24
37725,25.97
37726,19.22
37727,15.41
37728,10.34
37729,14.37
37730,13.0
37731,5.92
37732,10.91
37733,11.73
37734,21.67
37735,26.04
37736,11.25
37737,12.46
37738,7.13
37739,7.1
37740,4.51
37741,0.0
37742,5.29
37743,9.47
37744,16.11
37745,15.31
37746,15.89
37747,30.58
37748,80.76
37749,6.63
37750,0.98
37751,0.49
37752,5.36
37753,9.53
37754,5.92
37755,6.62
37756,16.42
37757,14.66
37758,6.22
37759,6.95
37760,8.54
37761,5.5
37762,10.23
37763,3.9
37764,0.0
37765,0.0
37766,0.0
37767,0.0
37768,1.4
37769,1.41
37770,3.57
37771,4.49
37772,0.0
37773,1.76
37774,0.49
37775,0.0
37776,0.0
37777,5.51
37778,0.48
37779,7.2
37780,10.77
37781,15.36
37782,10.11
37783,13.12
37784,7.59
37785,6.01
37786,5.81
37787,5.91
37788,5.98
37789,5.98
37790,11.65
37791,13.92
37792,9.1
37793,10.99
37794,7.04
37795,5.9
37796,6.66
37797,9.67
37798,7.69
37799,7.9
37800,8.86
37801,5.96
37802,5.18
37803,3.96
37804,0.0
37805,0.0
37806,0.0
37807,0.0
37808,0.0
37809,0.0
37810,4.92
37811,0.0
37812,0.0
37813,0.0
37814,0.0
37815,0.0
37816,3.27
37817,2.29
37818,3.25
37819,5.28
37820,5.89
37821,5.85
37822,5.8
37823,5.91
37824,11.74
37825,10.6
37826,6.05
37827,13.26
37828,7.38
37829,12.07
37830,9.42
37831,9.24
37832,6.32
37833,5.93
37834,13.26
37835,22.58
37836,11.55
37837,9.22
37838,5.88
37839,8.94
37840,13.29
37841,10.49
37842,5.92
37843,5.14
37844,4.26
37845,7.21
37846,9.64
37847,3.54
37848,0.0
37849,0.0
37850,0.0
37851,0.0
37852,0.47
37853,0.95
37854,4.92
37855,11.08
37856,6.36
37857,5.81
37858,3.66
37859,0.38
37860,4.66
37861,9.02
37862,5.84
37863,4.59
37864,7.67
37865,7.25
37866,12.29
37867,5.99
37868,5.1
37869,3.51
37870,2.43
37871,3.86
37872,0.0
37873,0.0
37874,0.0
37875,0.0
37876,0.0
37877,0.0
37878,0.0
37879,1.85
37880,9.25
37881,13.69
37882,30.48
37883,17.21
37884,1.97
37885,-0.05
37886,0.0
37887,2.92
37888,9.57
37889,11.48
37890,8.87
37891,13.31
37892,6.7
37893,11.11
37894,10.17
37895,8.12
37896,6.08
37897,14.37
37898,13.67
37899,14.38
37900,13.57
37901,8.9
37902,20.08
37903,31.69
37904,26.93
37905,20.95
37906,14.79
37907,10.29
37908,12.49
37909,12.31
37910,22.21
37911,84.0
37912,13.77
37913,11.34
37914,6.89
37915,2.24
37916,0.46
37917,-0.01
37918,0.0
37919,0.0
37920,-0.02
37921,-2.77
37922,-3.0
37923,-3.0
37924,-1.74
37925,0.0
37926,0.0
37927,0.0
37928,0.0
37929,0.0
37930,0.0
37931,0.0
37932,0.0
37933,0.0
37934,0.0
37935,0.0
37936,0.0
37937,0.0
37938,0.0
37939,0.41
37940,0.0
37941,0.0
37942,0.41
37943,0.0
37944,0.0
37945,0.0
37946,3.39
37947,8.81
37948,5.4
37949,8.15
37950,5.94
37951,5.51
37952,5.34
37953,5.87
37954,1.89
37955,2.33
37956,0.0
37957,-0.01
37958,-0.03
37959,0.0
37960,0.0
37961,0.0
37962,0.0
37963,0.0
37964,0.0
37965,0.0
37966,0.0
37967,-0.07
37968,-1.97
37969,-2.46
37970,-3.0
37971,-3.0
37972,-3.0
37973,-2.53
37974,-0.07
37975,0.0
37976,1.83
37977,5.85
37978,5.87
37979,4.11
37980,0.0
37981,0.0
37982,0.0
37983,0.89
37984,0.0
37985,0.0
37986,0.0
37987,0.0
37988,0.0
37989,0.0
37990,-0.02
37991,0.0
37992,-0.03
37993,-0.02
37994,-0.08
37995,0.0
37996,0.0
37997,-0.02
37998,0.0
37999,17.85
38000,9.72
38001,15.63
38002,46.47
38003,35.19
38004,125.28
38005,28.01
38006,21.12
38007,21.09
38008,29.65
38009,33.09
38010,23.1
38011,21.21
38012,8.38
38013,2.97
38014,4.06
38015,11.64
38016,13.34
38017,12.29
38018,12.22
38019,7.65
38020,4.88
38021,6.78
38022,16.54
38023,21.79
38024,22.8
38025,23.17
38026,24.68
38027,25.63
38028,24.89
38029,25.13
38030,23.56
38031,24.02
38032,23.5
38033,13.44
38034,7.27
38035,6.79
38036,25.73
38037,21.38
38038,8.98
38039,1.96
38040,3.76
38041,0.78
38042,11.11
38043,5.98
38044,6.64
38045,4.63
38046,16.25
38047,14.11
38048,13.35
38049,6.18
38050,9.1
38051,21.18
38052,12.72
38053,6.53
38054,12.31
38055,10.34
38056,11.61
38057,14.03
38058,24.99
38059,40.23
38060,22.18
38061,27.86
38062,15.74
38063,14.34
38064,17.18
38065,15.51
38066,13.28
38067,14.2
38068,17.21
38069,14.96
38070,18.89
38071,16.44
38072,14.64
38073,21.83
38074,13.28
38075,14.6
38076,13.25
38077,13.26
38078,12.04
38079,9.85
38080,11.45
38081,10.36
38082,15.39
38083,17.83
38084,18.89
38085,48.2
38086,18.01
38087,10.3
38088,14.39
38089,14.39
38090,16.66
38091,21.86
38092,20.67
38093,24.64
38094,24.82
38095,25.78
38096,24.85
38097,24.46
38098,24.5
38099,22.92
38100,22.28
38101,24.59
38102,22.24
38103,14.94
38104,11.72
38105,13.18
38106,19.5
38107,24.04
38108,30.79
38109,27.55
38110,13.46
38111,6.47
38112,5.39
38113,4.43
38114,4.12
38115,0.0
38116,0.0
38117,1.44
38118,5.94
38119,4.75
38120,5.96
38121,9.7
38122,15.69
38123,30.55
38124,13.12
38125,3.53
38126,5.9
38127,18.21
38128,15.03
38129,10.97
38130,19.33
38131,27.84
38132,22.29
38133,20.65
38134,21.5
38135,8.05
38136,11.31
38137,7.97
38138,6.38
38139,8.24
38140,5.98
38141,6.0
38142,5.95
38143,6.0
38144,11.32
38145,6.15
38146,9.81
38147,13.38
38148,13.8
38149,1.3
38150,6.02
38151,0.0
38152,1.44
38153,8.58
38154,18.73
38155,58.83
38156,95.18
38157,15.89
38158,10.86
38159,5.71
38160,5.94
38161,5.87
38162,11.51
38163,13.98
38164,14.81
38165,14.73
38166,59.65
38167,86.66
38168,14.38
38169,14.36
38170,15.08
38171,26.97
38172,10.38
38173,0.0
38174,0.0
38175,0.0
38176,5.25
38177,11.62
38178,20.06
38179,27.83
38180,23.23
38181,12.24
38182,14.02
38183,14.54
38184,5.34
38185,0.47
38186,4.62
38187,5.94
38188,1.41
38189,6.53
38190,13.31
38191,13.3
38192,8.4
38193,12.28
38194,7.76
38195,7.17
38196,4.89
38197,13.31
38198,15.35
38199,19.61
38200,25.74
38201,20.32
38202,52.29
38203,20.67
38204,19.33
38205,10.06
38206,10.69
38207,11.8
38208,12.27
38209,6.89
38210,6.01
38211,5.82
38212,0.48
38213,2.63
38214,10.13
38215,14.4
38216,8.18
38217,5.36
38218,11.72
38219,11.53
38220,5.1
38221,3.31
38222,0.0
38223,0.54
38224,6.13
38225,11.68
38226,8.43
38227,12.48
38228,14.39
38229,20.77
38230,9.41
38231,11.51
38232,7.51
38233,6.83
38234,6.0
38235,5.83
38236,10.95
38237,12.98
38238,17.97
38239,24.4
38240,14.39
38241,11.99
38242,14.36
38243,14.35
38244,13.1
38245,5.87
38246,7.74
38247,7.27
38248,18.75
38249,14.38
38250,13.77
38251,14.38
38252,13.69
38253,14.42
38254,5.88
38255,4.5
38256,13.34
38257,5.76
38258,5.34
38259,4.32
38260,6.11
38261,9.49
38262,17.13
38263,15.57
38264,37.59
38265,19.09
38266,14.4
38267,15.9
38268,14.38
38269,11.61
38270,8.21
38271,1.73
38272,0.88
38273,10.92
38274,13.24
38275,12.66
38276,4.32
38277,10.28
38278,8.34
38279,8.35
38280,2.38
38281,5.28
38282,0.0
38283,1.84
38284,8.39
38285,13.32
38286,13.26
38287,8.66
38288,12.15
38289,6.07
38290,5.92
38291,6.96
38292,5.82
38293,6.71
38294,5.91
38295,6.76
38296,11.56
38297,8.75
38298,13.64
38299,39.23
38300,84.6
38301,13.66
38302,13.75
38303,13.68
38304,17.01
38305,13.24
38306,11.72
38307,13.22
38308,13.25
38309,13.27
38310,13.25
38311,14.2
38312,18.42
38313,27.68
38314,17.62
38315,20.0
38316,31.46
38317,19.45
38318,19.88
38319,18.28
38320,26.88
38321,31.72
38322,23.82
38323,17.43
38324,33.42
38325,18.4
38326,19.28
38327,19.25
38328,17.69
38329,22.24
38330,13.23
38331,15.43
38332,3.3
38333,13.26
38334,14.96
38335,23.58
38336,17.21
38337,15.11
38338,14.49
38339,17.76
38340,24.66
38341,24.95
38342,24.95
38343,25.67
38344,24.18
38345,21.42
38346,20.99
38347,22.47
38348,17.87
38349,12.84
38350,11.46
38351,13.66
38352,0.0
38353,0.0
38354,0.0
38355,-0.37
38356,-3.94
38357,4.01
38358,9.84
38359,14.36
38360,14.34
38361,14.35
38362,21.75
38363,25.79
38364,22.83
38365,21.58
38366,19.85
38367,20.11
38368,24.3
38369,28.03
38370,22.66
38371,20.08
38372,22.92
38373,20.24
38374,14.29
38375,6.27
38376,0.0
38377,2.56
38378,0.94
38379,0.0
38380,12.59
38381,14.09
38382,19.81
38383,32.83
38384,34.35
38385,26.26
38386,25.48
38387,27.75
38388,25.98
38389,30.75
38390,30.52
38391,36.58
38392,106.39
38393,673.96
38394,31.48
38395,28.75
38396,24.61
38397,17.63
38398,18.31
38399,14.03
38400,15.22
38401,13.36
38402,19.2
38403,45.21
38404,6.51
38405,2.47
38406,5.99
38407,22.59
38408,19.2
38409,23.9
38410,24.83
38411,25.17
38412,26.3
38413,29.0
38414,28.75
38415,29.99
38416,31.3
38417,28.96
38418,28.88
38419,28.8
38420,27.64
38421,25.02
38422,23.73
38423,8.1
38424,9.23
38425,0.22
38426,0.09
38427,0.0
38428,0.0
38429,0.14
38430,1.96
38431,8.54
38432,19.01
38433,24.54
38434,24.69
38435,27.42
38436,28.82
38437,28.84
38438,28.84
38439,28.84
38440,28.65
38441,27.13
38442,28.76
38443,28.27
38444,26.35
38445,25.02
38446,21.28
38447,14.26
38448,2.72
38449,0.0
38450,0.0
38451,0.0
38452,0.0
38453,0.0
38454,0.0
38455,5.94
38456,12.22
38457,18.79
38458,24.79
38459,22.5
38460,24.39
38461,14.34
38462,16.81
38463,20.14
38464,24.4
38465,21.68
38466,24.18
38467,24.25
38468,23.2
38469,10.77
38470,6.63
38471,3.06
38472,0.47
38473,0.0
38474,0.0
38475,0.0
38476,0.0
38477,0.0
38478,0.95
38479,3.04
38480,7.18
38481,4.81
38482,0.0
38483,0.82
38484,4.39
38485,5.87
38486,8.3
38487,5.98
38488,11.39
38489,13.3
38490,6.05
38491,11.12
38492,12.29
38493,9.64
38494,7.71
38495,4.47
38496,2.86
38497,0.0
38498,0.0
38499,0.0
38500,0.0
38501,0.0
38502,0.4
38503,4.27
38504,3.25
38505,10.31
38506,13.68
38507,8.36
38508,7.26
38509,13.17
38510,10.18
38511,14.69
38512,24.18
38513,41.84
38514,16.09
38515,14.37
38516,10.2
38517,3.58
38518,1.49
38519,0.0
38520,-0.01
38521,-1.17
38522,-2.93
38523,-3.0
38524,-0.52
38525,0.0
38526,1.47
38527,10.34
38528,11.82
38529,9.72
38530,4.18
38531,8.75
38532,14.38
38533,21.15
38534,24.3
38535,24.91
38536,37.56
38537,27.62
38538,23.17
38539,23.87
38540,19.03
38541,15.74
38542,5.68
38543,3.2
38544,0.47
38545,0.0
38546,0.0
38547,0.0
38548,0.0
38549,0.0
38550,6.29
38551,16.04
38552,32.36
38553,39.5
38554,22.0
38555,23.53
38556,14.97
38557,17.1
38558,15.31
38559,14.39
38560,12.31
38561,13.07
38562,11.73
38563,8.1
38564,5.89
38565,2.4
38566,0.99
38567,0.0
38568,0.0
38569,0.0
38570,0.0
38571,0.0
38572,4.58
38573,2.95
38574,13.73
38575,20.36
38576,21.63
38577,22.97
38578,13.83
38579,15.51
38580,13.36
38581,9.18
38582,6.88
38583,7.14
38584,1.46
38585,6.61
38586,12.77
38587,61.82
38588,23.56
38589,18.85
38590,9.13
38591,8.93
38592,2.95
38593,0.0
38594,0.0
38595,0.0
38596,0.0
38597,0.0
38598,2.18
38599,0.4
38600,5.7
38601,5.92
38602,5.93
38603,5.88
38604,0.42
38605,0.0
38606,0.0
38607,0.0
38608,0.0
38609,0.0
38610,0.0
38611,0.89
38612,12.35
38613,2.92
38614,0.47
38615,0.0
38616,0.0
38617,0.0
38618,0.0
38619,0.0
38620,0.0
38621,0.0
38622,0.0
38623,0.0
38624,0.0
38625,0.0
38626,0.0
38627,0.0
38628,0.0
38629,0.0
38630,0.0
38631,0.0
38632,2.4
38633,7.87
38634,12.15
38635,14.92
38636,13.35
38637,31.86
38638,18.24
38639,12.83
38640,11.08
38641,12.71
38642,6.1
38643,6.13
38644,11.23
38645,6.63
38646,8.02
38647,6.26
38648,9.41
38649,5.83
38650,8.2
38651,13.34
38652,11.17
38653,10.46
38654,5.67
38655,13.99
38656,18.82
38657,17.09
38658,13.36
38659,13.33
38660,5.78
38661,13.56
38662,20.19
38663,4.26
38664,5.57
38665,12.3
38666,8.02
38667,5.86
38668,1.18
38669,6.66
38670,14.97
38671,13.37
38672,15.18
38673,13.32
38674,10.63
38675,13.33
38676,13.33
38677,13.36
38678,13.33
38679,13.34
38680,17.51
38681,16.71
38682,13.37
38683,13.34
38684,11.5
38685,8.74
38686,2.58
38687,2.15
38688,2.91
38689,5.49
38690,13.32
38691,13.34
38692,9.65
38693,10.89
38694,28.42
38695,31.64
38696,21.25
38697,13.36
38698,23.85
38699,16.06
38700,22.81
38701,17.48
38702,26.79
38703,27.23
38704,32.01
38705,25.78
38706,25.54
38707,25.16
38708,25.63
38709,16.19
38710,14.06
38711,6.91
38712,6.24
38713,20.15
38714,13.37
38715,25.54
38716,14.27
38717,36.89
38718,16.55
38719,39.92
38720,26.16
38721,25.38
38722,24.84
38723,26.04
38724,23.23
38725,26.32
38726,26.41
38727,28.98
38728,32.53
38729,26.68
38730,25.33
38731,26.05
38732,23.48
38733,13.2
38734,9.08
38735,8.28
38736,13.73
38737,14.36
38738,15.0
38739,13.3
38740,16.54
38741,18.59
38742,25.35
38743,33.13
38744,27.95
38745,26.58
38746,27.0
38747,27.03
38748,26.47
38749,27.19
38750,26.18
38751,31.17
38752,33.0
38753,28.04
38754,27.01
38755,33.5
38756,26.87
38757,28.93
38758,24.02
38759,13.91
38760,6.57
38761,0.0
38762,0.0
38763,5.47
38764,14.1
38765,17.02
38766,22.35
38767,24.44
38768,20.2
38769,23.44
38770,26.12
38771,29.34
38772,26.88
38773,28.03
38774,26.58
38775,27.95
38776,25.64
38777,25.73
38778,29.93
38779,25.27
38780,25.29
38781,22.2
38782,9.72
38783,1.61
38784,0.0
38785,0.0
38786,0.0
38787,0.0
38788,0.0
38789,0.0
38790,0.0
38791,4.96
38792,22.69
38793,18.96
38794,26.23
38795,25.39
38796,24.46
38797,25.7
38798,25.76
38799,26.54
38800,24.71
38801,30.66
38802,39.92
38803,26.44
38804,26.12
38805,14.26
38806,5.32
38807,0.41
38808,0.0
38809,0.0
38810,0.0
38811,0.4
38812,1.34
38813,0.0
38814,6.47
38815,18.32
38816,25.92
38817,25.15
38818,28.88
38819,29.63
38820,29.62
38821,29.62
38822,33.6
38823,36.58
38824,31.96
38825,30.92
38826,31.0
38827,34.12
38828,29.88
38829,26.9
38830,22.86
38831,11.89
38832,4.38
38833,0.0
38834,0.0
38835,7.22
38836,7.06
38837,5.51
38838,18.55
38839,27.11
38840,32.32
38841,30.34
38842,31.65
38843,42.19
38844,37.39
38845,61.76
38846,56.32
38847,32.65
38848,31.15
38849,30.84
38850,30.88
38851,33.98
38852,32.3
38853,32.8
38854,30.45
38855,23.68
38856,17.73
38857,15.5
38858,24.18
38859,27.02
38860,18.91
38861,18.07
38862,23.61
38863,27.22
38864,31.84
38865,32.19
38866,37.61
38867,41.17
38868,79.05
38869,58.09
38870,66.26
38871,46.9
38872,32.67
38873,32.81
38874,34.74
38875,41.77
38876,43.45
38877,32.64
38878,30.13
38879,26.68
38880,22.47
38881,24.4
38882,17.09
38883,23.82
38884,23.11
38885,26.15
38886,28.75
38887,30.52
38888,32.43
38889,54.66
38890,99.22
38891,104.21
38892,55.36
38893,34.74
38894,34.05
38895,44.72
38896,86.26
38897,86.71
38898,92.05
38899,84.82
38900,36.67
38901,34.13
38902,29.18
38903,26.49
38904,27.36
38905,24.83
38906,13.35
38907,11.88
38908,10.83
38909,5.44
38910,16.19
38911,13.35
38912,16.09
38913,29.25
38914,28.74
38915,29.39
38916,27.41
38917,29.7
38918,27.42
38919,31.51
38920,75.45
38921,58.24
38922,29.34
38923,27.41
38924,27.23
38925,23.36
38926,16.47
38927,18.06
38928,6.35
38929,14.34
38930,0.0
38931,2.38
38932,14.35
38933,18.97
38934,22.89
38935,26.11
38936,28.59
38937,31.29
38938,30.72
38939,30.88
38940,30.88
38941,30.11
38942,30.58
38943,29.3
38944,29.11
38945,31.57
38946,30.12
38947,30.9
38948,28.62
38949,28.14
38950,31.56
38951,21.74
38952,14.91
38953,19.57
38954,34.03
38955,27.25
38956,18.22
38957,20.95
38958,31.54
38959,28.35
38960,16.66
38961,22.82
38962,24.17
38963,26.97
38964,27.94
38965,28.06
38966,29.48
38967,29.7
38968,30.98
38969,31.16
38970,32.11
38971,31.75
38972,30.95
38973,31.06
38974,28.24
38975,25.63
38976,15.21
38977,13.28
38978,32.98
38979,2.02
